iteration,reward_mean,reward_dev,loss
7900,11.0,11.357816691600547,"[26.843477, -26.896397, 5.291964]"
8000,14.0,9.16515138991168,"[-76.952835, 76.87312, 7.97151]"
8100,14.0,14.966629547095765,"[41.92652, -42.0055, 7.8979893]"
8200,16.0,10.198039027185569,"[-0.055531323, 0.0, 5.5531325]"
8300,10.0,10.954451150103322,"[41.525967, -41.540527, 1.4561993]"
8400,16.0,12.0,"[56.055935, -56.099907, 4.3973083]"
8500,9.0,8.306623862918075,"[10.070899, -10.151705, 8.080615]"
8600,10.0,10.954451150103322,"[-0.012666641, 0.0, 1.2666641]"
8700,8.0,8.717797887081348,"[-0.09715189, 0.0, 9.715189]"
8800,12.0,10.770329614269007,"[6.723543, -6.743063, 1.9520031]"
8900,14.0,11.135528725660043,"[5.6383495, -5.676593, 3.8243399]"
9000,14.0,11.135528725660043,"[6.2001257, -6.212812, 1.2686381]"
9100,3.0,6.4031242374328485,"[-0.13480793, 0.0, 13.480794]"
9200,14.0,12.0,"[0.52678525, -0.84719574, 32.04105]"
9300,9.0,12.206555615733702,"[16.690584, -16.71999, 2.9405851]"
9400,9.0,11.357816691600547,"[-59.092937, 59.058426, 3.4512417]"
9500,7.0,6.4031242374328485,"[-0.039917804, 0.0, 3.9917805]"
9600,11.0,13.74772708486752,"[22.999075, -23.028526, 2.9451349]"
9700,11.0,15.7797338380595,"[-0.0631763, 0.0, 6.31763]"
9800,12.0,10.770329614269007,"[26.113503, -26.131649, 1.8147147]"
9900,12.0,10.770329614269007,"[43.953735, -43.966038, 1.2300847]"
10000,11.0,12.206555615733702,"[-0.08903243, 0.0, 8.903243]"
