iteration,reward_mean,length_mean,games,loss
24000,1.67,4.22,9,0.01142640970647335
24500,0.75,2.88,8,0.0062432074919342995
25000,1.38,3.75,8,0.002401198260486126
25500,1.27,3.64,11,0.008130130358040333
26000,1.67,4.11,9,0.004098994191735983
26500,1.44,3.78,9,0.003402658039703965
27000,1.0,3.0,8,0.011920258402824402
27500,0.62,2.75,8,0.005082886666059494
28000,3.38,6.38,8,0.01936245895922184
28500,0.62,2.88,8,0.012465892359614372
29000,2.11,4.56,9,0.007403647527098656
29500,1.12,3.25,8,0.009445097297430038
30000,2.0,4.25,8,0.010023188777267933
30500,2.88,5.88,8,0.010509487241506577
31000,2.75,5.75,8,0.005920804105699062
31500,3.5,6.5,8,0.006727893836796284
32000,1.56,3.89,9,0.015051034279167652
32500,3.1,5.6,10,0.008122915402054787
33000,4.0,7.0,8,0.007632746361196041
33500,2.18,4.82,11,0.014820710755884647
34000,2.44,4.78,9,0.009056955575942993
34500,4.25,7.25,8,0.007429796736687422
35000,2.0,4.12,8,0.005951025057584047
35500,1.5,3.75,8,0.010788843967020512
36000,2.5,5.0,8,0.0128123564645648
36500,3.62,6.62,8,0.0261678546667099
37000,1.78,4.22,9,0.006514875218272209
37500,4.62,7.62,8,0.018742775544524193
38000,3.75,6.75,8,0.01166378241032362
38500,3.62,6.62,8,0.014337899163365364
39000,4.25,7.25,8,0.003336862660944462
39500,1.62,4.0,8,0.00478473212569952
40000,2.62,5.62,8,0.004076085053384304
40500,5.0,8.0,8,0.004497178830206394
41000,4.5,7.5,8,0.005469595547765493
41500,2.88,5.88,8,0.02191622368991375
42000,4.88,7.88,8,0.009826823137700558
42500,3.12,6.12,8,0.024759450927376747
43000,4.62,7.62,8,0.006654968485236168
43500,3.38,6.38,8,0.011385682970285416
44000,2.62,5.62,8,0.014570407569408417
44500,5.88,8.88,8,0.06392206996679306
45000,4.62,7.62,8,0.02558548003435135
45500,3.12,6.12,8,0.025451121851801872
46000,2.78,5.44,9,0.06256334483623505
46500,4.38,7.38,8,0.02801547199487686
47000,4.12,7.12,8,0.004830853082239628
47500,7.0,10.0,8,0.03693309426307678
48000,7.12,10.12,8,0.042563099414110184
48500,5.38,8.38,8,0.014622736722230911
49000,5.5,8.5,8,0.0053728907369077206
49500,5.12,8.12,8,0.007081250660121441
50000,4.75,7.75,8,0.01674383319914341
50500,4.0,7.0,8,0.05984056368470192
51000,4.25,7.25,8,0.020122265443205833
51500,7.5,10.5,8,0.008290493860840797
52000,3.5,6.5,8,0.02297414280474186
52500,6.5,9.5,8,0.0052385032176971436
53000,4.38,7.38,8,0.030122606083750725
53500,5.38,8.38,8,0.01583283208310604
54000,4.62,7.62,8,0.05380907654762268
54500,6.25,9.25,8,0.029453985393047333
55000,4.62,7.62,8,0.010494189336895943
55500,6.0,9.0,8,0.007916216738522053
56000,8.12,11.12,8,0.007195749320089817
56500,5.25,8.25,8,0.048253096640110016
57000,6.88,9.88,8,0.0523843877017498
57500,6.62,9.62,8,0.019778572022914886
58000,3.88,6.88,8,0.005841447040438652
58500,6.0,9.0,8,0.05326928198337555
59000,8.88,11.88,8,0.04764040932059288
59500,7.25,10.25,8,0.004703750368207693
60000,6.25,9.25,8,0.06645307689905167
60500,4.25,7.25,8,0.006287244148552418
61000,4.62,7.62,8,0.00892033614218235
61500,7.5,10.5,8,0.00962415337562561
62000,9.25,12.25,8,0.026422375813126564
62500,4.12,7.12,8,0.030529361218214035
63000,4.22,7.22,9,0.007122495677322149
63500,3.5,6.5,8,0.03307691216468811
64000,9.12,12.12,8,0.07084032148122787
64500,4.88,7.88,8,0.030379755422472954
65000,4.88,7.88,8,0.027186991646885872
65500,8.75,11.75,8,0.03373100608587265
66000,5.88,8.88,8,0.007703443057835102
66500,7.5,10.5,8,0.011343568563461304
67000,2.38,5.38,8,0.036789219826459885
67500,4.62,7.62,8,0.008625340647995472
68000,6.5,9.5,8,0.004048648290336132
68500,6.12,9.12,8,0.08163312822580338
69000,8.25,11.25,8,0.005131627433001995
69500,9.5,12.5,8,0.029336655512452126
70000,10.25,13.25,8,0.027130279690027237
70500,7.88,10.88,8,0.0037952051497995853
71000,7.62,10.62,8,0.0027347623836249113
71500,5.0,8.0,8,0.00356992706656456
72000,10.12,13.12,8,0.03185710683465004
72500,4.88,7.88,8,0.03211477771401405
73000,9.25,12.25,8,0.008232546038925648
73500,8.5,11.5,8,0.017805952578783035
74000,10.12,13.12,8,0.006845485419034958
74500,4.12,7.12,8,0.03477798029780388
75000,5.0,8.0,8,0.02780473791062832
75500,5.75,8.75,8,0.054019682109355927
76000,7.38,10.38,8,0.04109366983175278
76500,6.62,9.62,8,0.06409335881471634
77000,7.5,10.5,8,0.034488290548324585
77500,5.75,8.75,8,0.005042514763772488
78000,7.0,10.0,8,0.005242444574832916
78500,6.88,9.88,8,0.08074583113193512
79000,8.75,11.75,8,0.005131194368004799
79500,8.12,11.12,8,0.03163205832242966
80000,9.0,12.0,8,0.006688275840133429
80500,5.88,8.88,8,0.005779470317065716
81000,5.25,8.25,8,0.004839792847633362
81500,12.12,15.12,8,0.005611069966107607
82000,8.25,11.25,8,0.006408948916941881
82500,5.38,8.38,8,0.0062471190467476845
83000,10.88,13.88,8,0.033137641847133636
83500,10.88,13.88,8,0.006207544356584549
84000,10.75,13.75,8,0.0654994547367096
84500,4.62,7.62,8,0.006269943434745073
85000,13.25,16.25,8,0.004920316860079765
85500,11.12,14.12,8,0.036775972694158554
86000,5.62,8.62,8,0.005448936950415373
86500,6.38,9.38,8,0.006481624208390713
87000,7.0,10.0,8,0.009362583979964256
87500,6.75,9.75,8,0.006927160546183586
88000,11.0,14.0,8,0.012758532539010048
88500,8.25,11.25,8,0.007528289221227169
89000,9.75,12.75,8,0.03328368812799454
89500,9.0,12.0,8,0.040775395929813385
90000,5.75,8.75,8,0.00871346890926361
90500,6.62,9.62,8,0.03487521782517433
91000,4.75,7.75,8,0.00967359822243452
91500,12.88,15.88,8,0.031995370984077454
92000,3.88,6.88,8,0.011957039125263691
92500,6.75,9.75,8,0.061663080006837845
93000,10.88,13.88,8,0.007258300669491291
93500,8.0,11.0,8,0.009967578575015068
94000,12.38,15.38,8,0.03287766873836517
94500,8.62,11.62,8,0.00633694464340806
95000,11.25,14.25,8,0.01176510564982891
95500,7.88,10.88,8,0.05628935620188713
96000,8.12,11.12,8,0.007032895926386118
96500,9.38,12.38,8,0.06462962925434113
97000,8.12,11.12,8,0.033887945115566254
97500,8.38,11.38,8,0.03957555070519447
98000,7.12,10.12,8,0.041346535086631775
98500,7.0,10.0,8,0.0420541986823082
99000,11.5,14.5,8,0.008116534911096096
99500,10.25,13.25,8,0.01785346120595932
100000,9.38,12.38,8,0.0047117737121880054
