iteration,reward_mean,length_mean,games,loss
89500,17.5,20.5,8,0.05095465108752251
90000,15.75,18.75,8,0.008312851190567017
90500,14.62,17.62,8,0.01907002180814743
91000,15.5,18.5,8,0.020247260108590126
91500,9.75,12.75,8,0.028190329670906067
92000,18.88,21.88,8,0.01563827320933342
92500,9.75,12.75,8,0.019934358075261116
93000,16.25,19.25,8,0.038113728165626526
93500,16.5,19.5,8,0.006765800528228283
94000,19.25,22.25,8,0.018964465707540512
94500,16.88,19.88,8,0.016967061907052994
95000,12.88,15.88,8,0.053551703691482544
95500,12.78,15.78,9,0.025329269468784332
96000,11.12,14.12,8,0.008521216921508312
96500,18.25,21.25,8,0.006067589856684208
97000,13.25,16.25,8,0.02853047102689743
97500,14.5,17.5,8,0.018287668004631996
98000,13.88,16.88,8,0.03122176043689251
98500,14.75,17.75,8,0.011321382597088814
99000,16.62,19.62,8,0.015458699315786362
99500,9.38,12.38,8,0.005600127391517162
100000,16.38,19.38,8,0.023265816271305084
100500,16.62,19.62,8,0.025145839899778366
101000,15.5,18.5,8,0.008720151148736477
101500,16.62,19.62,8,0.011718487367033958
102000,14.12,17.12,8,0.010060662403702736
102500,13.62,16.62,8,0.02063855156302452
103000,14.88,17.88,8,0.023795539513230324
103500,16.5,19.5,8,0.015404016710817814
104000,18.25,21.25,8,0.024870246648788452
104500,15.62,18.62,8,0.015342842787504196
105000,14.75,17.75,8,0.018826980143785477
105500,14.88,17.88,8,0.05307534709572792
106000,10.75,13.75,8,0.043837886303663254
106500,12.75,15.75,8,0.027533726766705513
107000,15.5,18.5,8,0.0076170312240719795
107500,17.25,20.25,8,0.02048526331782341
108000,19.38,22.38,8,0.023656966164708138
108500,15.25,18.25,8,0.025642819702625275
109000,12.88,15.88,8,0.021802827715873718
109500,14.12,17.12,8,0.020988665521144867
110000,11.38,14.38,8,0.06857761740684509
110500,19.5,22.5,8,0.009793740697205067
111000,17.0,20.0,8,0.03264860436320305
111500,15.44,18.44,9,0.008798351511359215
112000,16.0,19.0,8,0.024184776470065117
112500,18.25,21.25,8,0.03813130781054497
113000,14.62,17.62,8,0.01812180131673813
113500,21.62,24.62,8,0.017634157091379166
114000,18.75,21.75,8,0.04141532629728317
114500,12.75,15.75,8,0.015263786539435387
115000,15.5,18.5,8,0.025117477402091026
115500,15.5,18.5,8,0.01770073175430298
116000,16.25,19.25,8,0.012986636720597744
116500,16.75,19.75,8,0.02716321125626564
117000,13.5,16.5,8,0.03626013547182083
117500,14.0,17.0,8,0.011225806549191475
118000,16.88,19.88,8,0.02391444891691208
118500,19.75,22.75,8,0.00615580752491951
119000,20.75,23.75,8,0.012234942056238651
119500,14.12,17.12,8,0.017274795100092888
120000,19.12,22.12,8,0.009080005809664726
120500,21.75,24.75,8,0.021830584853887558
121000,16.88,19.88,8,0.016693856567144394
121500,14.25,17.25,8,0.007688392419368029
122000,15.38,18.38,8,0.0301738940179348
122500,11.62,14.62,8,0.018308069556951523
123000,13.62,16.62,8,0.02075156383216381
123500,18.62,21.62,8,0.01844951882958412
124000,19.62,22.62,8,0.05624814331531525
124500,10.88,13.88,8,0.04282207041978836
125000,18.12,21.12,8,0.023200171068310738
125500,19.5,22.5,8,0.013462942093610764
126000,8.88,11.88,8,0.05068071559071541
126500,14.25,17.25,8,0.011480806395411491
127000,18.25,21.25,8,0.023076657205820084
127500,13.62,16.62,8,0.022217929363250732
128000,15.0,18.0,8,0.009743787348270416
128500,13.5,16.5,8,0.033795066177845
129000,14.12,17.12,8,0.020308151841163635
129500,13.0,16.0,8,0.025850476697087288
130000,18.0,21.0,8,0.024996474385261536
130500,14.5,17.5,8,0.02332494407892227
131000,19.25,22.25,8,0.05369232967495918
131500,21.25,24.25,8,0.03793640062212944
132000,15.88,18.88,8,0.006289130542427301
132500,16.88,19.88,8,0.06889760494232178
133000,21.0,24.0,8,0.025410901755094528
133500,20.88,23.88,8,0.014196492731571198
134000,15.62,18.62,8,0.05715528875589371
134500,16.0,19.0,8,0.006988511420786381
135000,18.38,21.38,8,0.036302853375673294
135500,16.5,19.5,8,0.10025011003017426
136000,19.12,22.12,8,0.017621750012040138
136500,16.0,19.0,8,0.022666888311505318
137000,22.0,25.0,8,0.027520446106791496
137500,12.75,15.75,8,0.07360922545194626
138000,18.0,21.0,8,0.014704179018735886
138500,15.5,18.5,8,0.008722390979528427
139000,16.12,19.12,8,0.012727806344628334
139500,18.62,21.62,8,0.006625112146139145
140000,10.75,13.75,8,0.006710067857056856
140500,17.62,20.62,8,0.01998123899102211
141000,19.12,22.12,8,0.015462104231119156
141500,11.5,14.5,8,0.015557149425148964
142000,14.62,17.62,8,0.01567341387271881
142500,14.25,17.25,8,0.03167502582073212
143000,14.88,17.88,8,0.011076225899159908
143500,12.0,15.0,8,0.009010455571115017
144000,14.12,17.12,8,0.00867834035307169
144500,9.38,12.38,8,0.00646045058965683
145000,17.88,20.88,8,0.006449993699789047
145500,17.75,20.75,8,0.003969412297010422
146000,5.5,8.5,8,0.020643197000026703
146500,17.38,20.38,8,0.023245446383953094
147000,20.62,23.62,8,0.006136865355074406
147500,13.0,16.0,8,0.006390152499079704
148000,14.0,17.0,8,0.011138425208628178
148500,15.0,18.0,8,0.012016143649816513
149000,15.75,18.75,8,0.008265208452939987
149500,16.75,19.75,8,0.01573070138692856
150000,15.88,18.88,8,0.033250659704208374
150500,18.12,21.12,8,0.006443391088396311
151000,17.0,20.0,8,0.015205773524940014
151500,16.88,19.88,8,0.019030705094337463
152000,14.5,17.5,8,0.012992074713110924
152500,15.38,18.38,8,0.00781733263283968
153000,17.88,20.88,8,0.005446150898933411
153500,15.44,18.44,9,0.0102879349142313
154000,19.75,22.75,8,0.010229552164673805
154500,13.5,16.5,8,0.005332613829523325
155000,9.12,12.12,8,0.02654908411204815
155500,9.25,12.25,8,0.009362393990159035
156000,20.75,23.75,8,0.005537239834666252
156500,16.12,19.12,8,0.022901233285665512
157000,12.75,15.75,8,0.020761482417583466
157500,13.88,16.88,8,0.018870387226343155
158000,17.75,20.75,8,0.013772987760603428
158500,13.25,16.25,8,0.006187725812196732
159000,17.62,20.62,8,0.0628751888871193
159500,13.12,16.12,8,0.024969087913632393
160000,17.5,20.5,8,0.028000401332974434
160500,12.0,15.0,8,0.00884207896888256
161000,18.75,21.75,8,0.016166528686881065
161500,14.5,17.5,8,0.007195131853222847
162000,18.62,21.62,8,0.013902462087571621
162500,20.25,23.25,8,0.005219675600528717
163000,13.25,16.25,8,0.010496451519429684
163500,23.38,26.38,8,0.014290524646639824
164000,19.12,22.12,8,0.034609343856573105
164500,19.12,22.12,8,0.013512222096323967
165000,14.5,17.5,8,0.01803431659936905
165500,13.88,16.88,8,0.008196556940674782
166000,12.25,15.25,8,0.02250179648399353
166500,10.0,13.0,8,0.004768866114318371
167000,18.75,21.75,8,0.011710128746926785
167500,13.0,16.0,8,0.021519681438803673
168000,15.25,18.25,8,0.018535766750574112
168500,20.12,23.12,8,0.006453537382185459
169000,16.38,19.38,8,0.008915286511182785
169500,18.25,21.25,8,0.013017617166042328
170000,10.5,13.5,8,0.02212151139974594
170500,13.5,16.5,8,0.01131522934883833
171000,16.75,19.75,8,0.009555308148264885
171500,19.38,22.38,8,0.009105777367949486
172000,19.88,22.88,8,0.01656215637922287
172500,18.25,21.25,8,0.02542646788060665
173000,14.62,17.62,8,0.01405224110931158
173500,8.38,11.38,8,0.02475549653172493
174000,15.12,18.12,8,0.010755693539977074
174500,17.0,20.0,8,0.007576290518045425
175000,14.62,17.62,8,0.010401800274848938
175500,14.44,17.44,9,0.006802818737924099
176000,11.62,14.62,8,0.011356646195054054
176500,19.88,22.88,8,0.005502972286194563
177000,14.0,17.0,8,0.004907671362161636
177500,12.75,15.75,8,0.04667825996875763
178000,16.0,19.0,8,0.030565671622753143
178500,17.38,20.38,8,0.008948090486228466
179000,18.38,21.38,8,0.006959674879908562
179500,18.25,21.25,8,0.011576776392757893
180000,15.0,18.0,8,0.04394317418336868
180500,10.75,13.75,8,0.008951119147241116
181000,14.75,17.75,8,0.017054986208677292
181500,20.88,23.88,8,0.02574772574007511
182000,11.0,14.0,8,0.0055636269971728325
182500,15.38,18.38,8,0.027969960123300552
183000,11.75,14.75,8,0.023579563945531845
183500,14.0,17.0,8,0.020443640649318695
184000,16.25,19.25,8,0.03891262039542198
184500,20.5,23.5,8,0.015395164489746094
185000,15.67,18.67,9,0.025155697017908096
185500,10.25,13.25,8,0.02378653734922409
186000,16.62,19.62,8,0.019455736503005028
186500,11.88,14.88,8,0.00919263157993555
187000,17.75,20.75,8,0.018363524228334427
187500,16.75,19.75,8,0.009237672202289104
188000,8.62,11.62,8,0.016782216727733612
188500,15.12,18.12,8,0.010717322118580341
189000,12.75,15.75,8,0.021166043356060982
189500,23.0,26.0,8,0.018213391304016113
190000,11.88,14.88,8,0.05095465108752251
190500,12.0,15.0,8,0.008312851190567017
191000,13.38,16.38,8,0.01907002180814743
191500,18.38,21.38,8,0.020247260108590126
192000,6.25,9.25,8,0.028190329670906067
192500,13.0,16.0,8,0.01563827320933342
193000,15.56,18.56,9,0.019934358075261116
193500,16.0,19.0,8,0.038113728165626526
194000,10.25,13.25,8,0.006765800528228283
194500,12.78,15.78,9,0.018964465707540512
195000,16.0,19.0,8,0.016967061907052994
195500,16.88,19.88,8,0.053551703691482544
196000,12.25,15.25,8,0.025329269468784332
196500,19.5,22.5,8,0.008521216921508312
197000,19.38,22.38,8,0.006067589856684208
197500,13.75,16.75,8,0.02853047102689743
198000,6.88,9.88,8,0.018287668004631996
198500,12.38,15.38,8,0.03122176043689251
199000,14.75,17.75,8,0.011321382597088814
199500,9.5,12.5,8,0.015458699315786362
200000,14.25,17.25,8,0.005600127391517162
