iteration,reward_mean,length_mean,games,loss
91000,17.12,20.12,8,0.0035540000535547733
91500,4.12,7.12,8,0.013403000310063362
92000,17.5,20.5,8,0.0044200001284480095
92500,4.38,7.38,8,0.044339001178741455
93000,14.25,17.25,8,0.006260999944061041
93500,12.0,15.0,8,0.011106000281870365
94000,19.62,22.62,8,0.009225999936461449
94500,13.5,16.5,8,0.007834999822080135
95000,17.88,20.88,8,0.0035379999317228794
95500,18.62,21.62,8,0.003913000226020813
96000,8.75,11.75,8,0.0064940000884234905
96500,20.62,23.62,8,0.007247000001370907
97000,14.25,17.25,8,0.009302999824285507
97500,15.75,18.75,8,0.008492999710142612
98000,20.12,23.12,8,0.004430000204592943
98500,15.0,18.0,8,0.012709000147879124
99000,18.5,21.5,8,0.01883699931204319
99500,9.25,12.25,8,0.01095999963581562
100000,9.88,12.88,8,0.008043999783694744
100500,6.12,9.12,8,0.004209000151604414
101000,15.0,18.0,8,0.014762000180780888
101500,16.0,19.0,8,0.0056329998187720776
102000,12.62,15.62,8,0.007701000198721886
102500,16.88,19.88,8,0.01100200042128563
103000,15.0,18.0,8,0.00445799995213747
103500,20.62,23.62,8,0.003961999900639057
104000,24.88,27.88,8,0.0045369998551905155
104500,17.38,20.38,8,0.0034990001004189253
105000,16.0,19.0,8,0.017368000000715256
105500,17.5,20.5,8,0.00648299977183342
106000,17.75,20.75,8,0.011203999631106853
106500,14.62,17.62,8,0.019453000277280807
107000,20.0,23.0,8,0.02602900005877018
107500,25.0,28.0,8,0.006862999871373177
108000,5.25,8.25,8,0.01868000067770481
108500,8.75,11.75,8,0.03441200032830238
109000,22.75,25.75,8,0.01129399985074997
109500,14.0,17.0,8,0.004749000072479248
110000,13.5,16.5,8,0.010142999701201916
110500,13.12,16.12,8,0.14027200639247894
111000,12.12,15.12,8,0.004308999981731176
111500,17.25,20.25,8,0.022595999762415886
112000,9.12,12.12,8,0.005861999932676554
112500,3.62,6.62,8,0.005503000225871801
113000,15.5,18.5,8,0.016256000846624374
113500,15.25,18.25,8,0.005481000058352947
114000,13.88,16.88,8,0.007280999794602394
114500,19.62,22.62,8,0.04299899935722351
115000,21.25,24.25,8,0.007404000032693148
115500,16.25,19.25,8,0.05016300082206726
116000,17.25,20.25,8,0.012284999713301659
116500,13.88,16.88,8,0.007602999918162823
117000,18.25,21.25,8,0.006696000229567289
117500,16.62,19.62,8,0.03325299918651581
118000,21.12,24.12,8,0.004482000134885311
118500,16.12,19.12,8,0.04265899956226349
119000,14.12,17.12,8,0.006453999783843756
119500,20.38,23.38,8,0.0035470000002533197
120000,10.12,13.12,8,0.0046179997734725475
120500,9.62,12.62,8,0.0074189999140799046
121000,9.12,12.12,8,0.0052280002273619175
121500,15.25,18.25,8,0.007228999864310026
122000,21.25,24.25,8,0.00459099980071187
122500,19.0,22.0,8,0.00621799984946847
123000,8.75,11.75,8,0.003674000035971403
123500,15.12,18.12,8,0.006459999829530716
124000,13.5,16.5,8,0.008329000324010849
124500,21.12,24.12,8,0.009988999925553799
125000,12.25,15.25,8,0.006045999936759472
125500,13.62,16.62,8,0.00520299980416894
126000,18.88,21.88,8,0.0031399999279528856
126500,13.0,16.0,8,0.006647000089287758
127000,11.62,14.62,8,0.004027999937534332
127500,15.12,18.12,8,0.0072639998979866505
128000,22.12,25.12,8,0.010638000443577766
128500,23.5,26.5,8,0.011789999902248383
129000,2.0,5.0,8,0.015546999871730804
129500,15.62,18.62,8,0.005785999819636345
130000,17.75,20.75,8,0.013105000369250774
130500,3.5,6.5,8,0.004585000220686197
131000,2.0,5.0,8,0.008112999610602856
131500,19.88,22.88,8,0.007360000163316727
132000,20.75,23.75,8,0.00788199994713068
132500,14.88,17.88,8,0.047192998230457306
133000,5.88,8.88,8,0.008004999719560146
133500,18.89,21.89,9,0.0033110000658780336
134000,22.38,25.38,8,0.01594500057399273
134500,18.0,21.0,8,0.007265999913215637
135000,15.75,18.75,8,0.023956000804901123
135500,16.38,19.38,8,0.007428999990224838
136000,18.25,21.25,8,0.002397000091150403
136500,17.25,20.25,8,0.01088900025933981
137000,21.38,24.38,8,0.0076049999333918095
137500,24.38,27.38,8,0.010470000095665455
138000,17.25,20.25,8,0.027679000049829483
138500,14.62,17.62,8,0.007011000066995621
139000,18.25,21.25,8,0.024358000606298447
139500,18.38,21.38,8,0.009201999753713608
140000,8.62,11.62,8,0.00546699995175004
140500,6.62,9.62,8,0.008228999562561512
141000,14.88,17.88,8,0.008684000000357628
141500,13.75,16.75,8,0.018208999186754227
142000,10.75,13.75,8,0.012842000462114811
142500,18.25,21.25,8,0.05354199931025505
143000,16.25,19.25,8,0.009236999787390232
143500,15.62,18.62,8,0.02855299971997738
144000,16.25,19.25,8,0.037992000579833984
144500,14.5,17.5,8,0.00585799990221858
145000,14.0,17.0,8,0.013886000029742718
145500,15.38,18.38,8,0.004025000147521496
146000,21.0,24.0,8,0.010114000178873539
146500,16.75,19.75,8,0.006519999820739031
147000,23.25,26.25,8,0.00761099997907877
147500,16.62,19.62,8,0.0029170000925660133
148000,12.0,15.0,8,0.006705999840050936
148500,23.12,26.12,8,0.05358700081706047
149000,15.5,18.5,8,0.0067610000260174274
149500,25.0,28.0,8,0.005193999968469143
150000,26.75,29.75,8,0.014535999856889248
150500,6.25,9.25,8,0.03629999980330467
151000,24.0,27.0,8,0.010758999735116959
151500,19.62,22.62,8,0.01208799984306097
152000,21.0,24.0,8,0.008542999625205994
152500,25.88,28.88,8,0.047974999994039536
153000,18.62,21.62,8,0.004391999915242195
153500,11.62,14.62,8,0.008414000272750854
154000,7.62,10.62,8,0.018081000074744225
154500,17.0,20.0,8,0.008434000425040722
155000,2.62,5.62,8,0.021949000656604767
155500,22.38,25.38,8,0.005146999843418598
156000,21.38,24.38,8,0.02532700076699257
156500,14.62,17.62,8,0.00864499993622303
157000,18.5,21.5,8,0.004914000164717436
157500,18.25,21.25,8,0.008303999900817871
158000,12.38,15.38,8,0.004484999924898148
158500,20.75,23.75,8,0.00673400005325675
159000,21.38,24.38,8,0.009677999652922153
159500,21.12,24.12,8,0.005357999820262194
160000,25.5,28.5,8,0.007335000205785036
160500,15.38,18.38,8,0.02492300048470497
161000,20.75,23.75,8,0.009732999838888645
161500,16.0,19.0,8,0.009491999633610249
162000,23.38,26.38,8,0.006004000082612038
162500,16.62,19.62,8,0.0506879985332489
163000,21.0,24.0,8,0.005206999834626913
163500,18.38,21.38,8,0.007534000091254711
164000,14.88,17.88,8,0.01988700032234192
164500,20.25,23.25,8,0.010658999904990196
165000,20.38,23.38,8,0.004236000124365091
165500,26.25,29.25,8,0.006730999797582626
166000,12.38,15.38,8,0.0053460001945495605
166500,23.12,26.12,8,0.007309999782592058
167000,14.62,17.62,8,0.007060999982059002
167500,24.12,27.12,8,0.020193999633193016
168000,22.75,25.75,8,0.02232000045478344
168500,22.5,25.5,8,0.0067010000348091125
169000,4.38,7.38,8,0.003955999854952097
169500,23.5,26.5,8,0.03387099876999855
170000,12.62,15.62,8,0.0044479998759925365
170500,20.38,23.38,8,0.004381999839097261
171000,9.88,12.88,8,0.013640999794006348
171500,23.75,26.75,8,0.015389000065624714
172000,25.5,28.5,8,0.051809001713991165
172500,18.88,21.88,8,0.021139999851584435
173000,22.12,25.12,8,0.009390000253915787
173500,15.25,18.25,8,0.005286000203341246
174000,14.88,17.88,8,0.007054999936372042
174500,15.38,18.38,8,0.004712000023573637
175000,19.25,22.25,8,0.007455000188201666
175500,8.25,11.25,8,0.02198299951851368
176000,6.88,9.88,8,0.008646000176668167
176500,11.62,14.62,8,0.00995699968189001
177000,7.11,10.11,9,0.032065000385046005
177500,26.5,29.5,8,0.007927999831736088
178000,19.38,22.38,8,0.008243000134825706
178500,8.78,11.78,9,0.004987000022083521
179000,18.12,21.12,8,0.04778299853205681
179500,21.38,24.38,8,0.010408000089228153
180000,28.38,31.38,8,0.005576000083237886
180500,21.5,24.5,8,0.010936000384390354
181000,19.0,22.0,8,0.04815100133419037
181500,15.0,18.0,8,0.007300000172108412
182000,21.0,24.0,8,0.013640999794006348
182500,16.0,19.0,8,0.005905999802052975
183000,15.88,18.88,8,0.033296000212430954
183500,21.0,24.0,8,0.011641999706625938
184000,12.62,15.62,8,0.03517400100827217
184500,21.38,24.38,8,0.034212999045848846
185000,7.12,10.12,8,0.02005700021982193
185500,10.25,13.25,8,0.008086999878287315
186000,19.5,22.5,8,0.007178000174462795
186500,23.38,26.38,8,0.016566000878810883
187000,21.0,24.0,8,0.012125999666750431
187500,25.25,28.25,8,0.0107810003682971
188000,29.5,32.5,8,0.005582000128924847
188500,21.88,24.88,8,0.004757000133395195
189000,23.75,26.75,8,0.0147280003875494
189500,21.62,24.62,8,0.006029999814927578
190000,23.0,26.0,8,0.03733399882912636
190500,23.5,26.5,8,0.004912000149488449
191000,21.62,24.62,8,0.005710999947041273
191500,26.62,29.62,8,0.013069000095129013
192000,12.38,15.38,8,0.006976999808102846
192500,11.5,14.5,8,0.008252999745309353
193000,26.88,29.88,8,0.006291000172495842
193500,25.12,28.12,8,0.00811500009149313
194000,10.0,13.0,8,0.006126000080257654
194500,20.38,23.38,8,0.0070130000822246075
195000,10.0,13.0,8,0.0065830000676214695
195500,4.12,7.12,8,0.015030999667942524
196000,11.38,14.38,8,0.005506000015884638
196500,23.62,26.62,8,0.02297700010240078
197000,22.38,25.38,8,0.019151000306010246
197500,24.5,27.5,8,0.007952000014483929
198000,22.25,25.25,8,0.016986999660730362
198500,22.5,25.5,8,0.03234200179576874
199000,20.0,23.0,8,0.0063299997709691525
199500,20.88,23.88,8,0.01423100009560585
200000,17.75,20.75,8,0.024519000202417374
