iteration,reward_mean,length_mean,games,loss
30500,26.38,9.0,8,0.004434091039001942
31000,14.0,6.88,8,0.00798400491476059
31500,34.62,10.38,8,0.048230960965156555
32000,19.25,8.25,8,0.02455745078623295
32500,20.5,8.5,8,0.008183205500245094
33000,16.5,8.12,8,0.012669522315263748
33500,3.75,5.5,8,0.005136411637067795
34000,32.25,9.75,8,0.010987503454089165
34500,14.88,7.75,8,0.009790981188416481
35000,45.75,11.75,8,0.032191962003707886
35500,42.12,11.5,8,0.008952582255005836
36000,55.0,12.38,8,0.007706755772233009
36500,36.0,10.5,8,0.02587403915822506
37000,45.5,11.12,8,0.03484252467751503
37500,6.44,6.22,9,0.031121088191866875
38000,30.88,9.88,8,0.024437811225652695
38500,57.38,12.25,8,0.05725545063614845
39000,17.0,8.0,8,0.032159652560949326
39500,42.12,11.12,8,0.03607766330242157
40000,34.38,10.12,8,0.005112860351800919
40500,30.75,9.62,8,0.03161944821476936
41000,57.38,12.5,8,0.012419918552041054
41500,23.25,8.12,8,0.00902404636144638
42000,19.62,7.75,8,0.004838998429477215
42500,14.12,7.88,8,0.0469336062669754
43000,33.25,10.25,8,0.03840624913573265
43500,33.88,9.88,8,0.03677574545145035
44000,39.0,11.0,8,0.005438694730401039
44500,27.62,9.62,8,0.04251990467309952
45000,66.62,13.88,8,0.004925200715661049
45500,51.88,11.75,8,0.01536741852760315
46000,7.38,6.25,8,0.05295316129922867
46500,35.62,9.88,8,0.006702112499624491
47000,92.62,15.12,8,0.03732685744762421
47500,33.0,10.12,8,0.006648560054600239
48000,70.5,13.88,8,0.011515733785927296
48500,10.62,6.88,8,0.005844964645802975
49000,49.0,11.62,8,0.007554518990218639
49500,89.38,15.25,8,0.03682748228311539
50000,90.75,15.75,8,0.011488229036331177
50500,59.25,13.0,8,0.010251574218273163
51000,48.5,11.75,8,0.0349193699657917
51500,65.5,13.5,8,0.008492274209856987
52000,56.38,12.12,8,0.008071848191320896
52500,70.38,13.88,8,0.005916206166148186
53000,75.75,14.38,8,0.03254583850502968
53500,35.0,10.12,8,0.08124259859323502
54000,85.0,14.38,8,0.024743985384702682
54500,67.25,13.5,8,0.024145089089870453
55000,59.38,12.75,8,0.03374578058719635
55500,15.0,7.25,8,0.003980100154876709
56000,98.25,15.62,8,0.007289675064384937
56500,83.75,15.0,8,0.013489175587892532
57000,64.62,13.62,8,0.035308837890625
57500,17.38,7.25,8,0.008980868384242058
58000,34.22,10.33,9,0.0063025737181305885
58500,90.88,15.12,8,0.005590840242803097
59000,30.0,9.88,8,0.0065407645888626575
59500,73.62,13.62,8,0.009189936332404613
60000,133.38,18.25,8,0.005357303656637669
60500,77.62,13.5,8,0.005236049182713032
61000,47.25,11.62,8,0.03906332328915596
61500,158.88,19.0,8,0.008318155072629452
62000,33.38,10.0,8,0.005105734337121248
62500,127.75,17.75,8,0.04345031827688217
63000,142.62,18.25,8,0.03031076490879059
63500,157.0,19.12,8,0.00634962460026145
64000,84.38,14.25,8,0.009199906140565872
64500,118.75,17.25,8,0.01732168160378933
65000,169.25,20.12,8,0.009301131591200829
65500,41.12,10.5,8,0.006155358627438545
66000,159.5,20.12,8,0.004846474621444941
66500,78.38,14.62,8,0.045492805540561676
67000,116.88,16.75,8,0.006657890975475311
67500,58.75,12.25,8,0.033846333622932434
68000,108.38,16.0,8,0.005617436952888966
68500,120.88,16.5,8,0.033027734607458115
69000,32.62,8.5,8,0.036819156259298325
69500,91.75,15.12,8,0.007595664355903864
70000,80.62,14.75,8,0.03131106123328209
70500,148.38,19.38,8,0.003272722475230694
71000,107.25,16.25,8,0.022526144981384277
71500,102.0,16.0,8,0.06347064673900604
72000,14.5,6.88,8,0.006521673873066902
72500,134.62,17.75,8,0.011343355290591717
73000,76.38,13.12,8,0.007907724007964134
73500,105.62,15.62,8,0.005850216373801231
74000,70.62,12.62,8,0.0464649498462677
74500,17.62,7.75,8,0.023592298850417137
75000,82.62,14.38,8,0.015811555087566376
75500,119.62,16.12,8,0.02347268909215927
76000,41.38,10.25,8,0.07689813524484634
76500,164.75,19.75,8,0.03313993290066719
77000,43.38,11.38,8,0.008788034319877625
77500,86.75,13.75,8,0.006621676497161388
78000,147.75,18.5,8,0.007228393107652664
78500,161.75,19.62,8,0.00497673824429512
79000,92.0,15.0,8,0.03878744691610336
79500,55.38,12.25,8,0.004785746335983276
80000,150.12,19.62,8,0.006705646403133869
80500,79.0,14.5,8,0.00833074375987053
81000,157.62,19.88,8,0.009108301252126694
81500,160.12,18.0,8,0.005338676739484072
82000,54.5,10.38,8,0.03486901521682739
82500,51.5,11.12,8,0.00835613626986742
83000,161.38,20.12,8,0.0163156446069479
83500,100.25,15.25,8,0.012133222073316574
84000,184.38,21.0,8,0.01811004802584648
84500,130.5,17.5,8,0.004907536320388317
85000,75.0,13.5,8,0.009769173339009285
85500,156.12,19.25,8,0.009731504134833813
86000,199.62,21.75,8,0.009358590468764305
86500,127.62,18.12,8,0.04403660446405411
87000,87.75,14.62,8,0.030463261529803276
87500,263.38,25.38,8,0.010445045307278633
88000,14.75,7.75,8,0.003999877255409956
88500,80.5,14.5,8,0.0395786426961422
89000,174.5,19.5,8,0.011011607013642788
89500,132.25,17.38,8,0.04098573699593544
90000,108.75,16.38,8,0.01091160997748375
90500,19.62,7.62,8,0.007071251980960369
91000,148.88,17.88,8,0.012946727685630322
91500,188.38,21.38,8,0.04436665400862694
92000,168.75,20.12,8,0.006001809146255255
92500,163.5,20.25,8,0.005434284918010235
93000,188.0,20.88,8,0.00852295197546482
93500,43.78,9.44,9,0.010657655075192451
94000,142.88,18.38,8,0.004452905151993036
94500,121.88,15.88,8,0.025452347472310066
95000,100.25,15.88,8,0.029597535729408264
95500,162.62,19.12,8,0.009289732202887535
96000,7.25,5.88,8,0.021835770457983017
96500,124.88,17.0,8,0.014291277155280113
97000,169.62,19.75,8,0.019312575459480286
97500,168.88,19.38,8,0.029058782383799553
98000,70.12,12.88,8,0.030605554580688477
98500,173.62,20.25,8,0.005913609638810158
99000,186.5,20.5,8,0.038955628871917725
99500,208.38,22.25,8,0.03794601559638977
100000,92.38,15.12,8,0.0061851609498262405
